Activity	0.07010627063938478,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.6992059672611974,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.542835859311335E-6,Event	2.0611536181902033E-9,Location	1.615811953493297E-4,Place	0.9997210139026379,MeanOfTransportation	2.0611536181902033E-9,Species	0.9997725555024856,SportsSeason	2.0611536181902033E-9,TimePeriod	3.888290301518078E-9,Work	0.9999983647777761
Activity	2.0611536181902033E-9,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	6.496431695917718E-7,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.005088510083325164,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.19187323762292563,Agent	2.0611536181902033E-9,Organisation	2.555362609824145E-9,other	2.0611536181902033E-9,Person	0.9996005483146405,Biomolecule	1.1974407745858158E-7,CelestialBody	9.011526289249801E-4,ChemicalSubstance	2.28021696639441E-4,Device	3.918968230137475E-5,Event	2.337961290902535E-9,Location	0.001444227634800515,Place	7.689878844372614E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.0011951380137586584,SportsSeason	0.012976180636114639,TimePeriod	0.005609401981252479,Work	2.0611536181902033E-9
Activity	0.02127953203268626,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	5.150101592097197E-5,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	6.298577432013497E-9,ChemicalSubstance	4.3122420283279145E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0473933469957926E-6,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	5.2369250503568655E-8,SportsSeason	3.284618550811856E-8,TimePeriod	2.7715546318354452E-6,Work	2.0611536181902033E-9
Activity	0.3294393651879439,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	3.0397823791596377E-9,CelestialBody	6.024036253407451E-6,ChemicalSubstance	1.1259046634066368E-6,Device	8.366802717281844E-8,Event	2.0611536181902033E-9,Location	0.024952899705306435,Place	0.001481817456531982,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	3.041983960221972E-8,TimePeriod	7.801600489431974E-6,Work	2.0611536181902033E-9
Activity	0.21281384323645539,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.43289672615105,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	3.6112045914424765E-8,Work	2.0611536181902033E-9
Activity	5.453007132924704E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.15627724460535555,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	4.905569647072621E-9,ChemicalSubstance	4.291299496507125E-9,Device	5.063055304345207E-8,Event	2.0611536181902033E-9,Location	0.05770319726987823,Place	0.11768291650248465,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	1.2457109630747252E-8,TimePeriod	1.1470988923025807E-6,Work	2.0611536181902033E-9
Activity	9.399650668785133E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	1.337967434588527E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.05059448487667283,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.419216152232187E-7,Event	2.0611536181902033E-9,Location	3.500541456207005E-8,Place	0.9999721743121226,MeanOfTransportation	2.0611536181902033E-9,Species	0.6989008607057156,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.014336229048908878,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999995008722404,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999248184919622,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	5.953683100867909E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9444570126568314,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	3.7417447860738456E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0010500811351917638,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.03461015208555269,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.059132031847891925,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	9.873061150949564E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.02427938573551842,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999699413796,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.08489473710999801,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	4.182636050201033E-6,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	5.36423898165952E-8,Work	2.0611536181902033E-9
Activity	0.29782971752096654,Agent	9.347663933095157E-5,Organisation	0.003770162665835375,other	8.145191261335441E-6,Person	0.02384434886782769,Biomolecule	8.473804929603081E-5,CelestialBody	1.933567480352336E-5,ChemicalSubstance	1.3142361838701096E-4,Device	2.589298064810687E-4,Event	2.0611536181902033E-9,Location	1.2164924491298804E-4,Place	0.9974984677981144,MeanOfTransportation	7.227613040732512E-8,Species	0.06864386904996594,SportsSeason	1.6309275307161217E-4,TimePeriod	0.008710698913577324,Work	1.8968603573837454E-6
Activity	1.857197280785108E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	1.4809418175381695E-5,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.1432133522995425,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.3075584308070362E-8,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	4.399035697474321E-4,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.35559065756285E-8,Work	2.0611536181902033E-9
Activity	0.10690805379798671,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2709816283092364,Agent	2.0611536181902033E-9,Organisation	1.057722732130539E-7,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	8.208050859317284E-7,CelestialBody	0.005417389564546517,ChemicalSubstance	1.8971149441400727E-5,Device	0.0015910046863780614,Event	2.0611536181902033E-9,Location	0.0021952946913736766,Place	0.9999746575281176,MeanOfTransportation	2.0611536181902033E-9,Species	0.8945448483311548,SportsSeason	1.4637527746874583E-5,TimePeriod	5.321830577625504E-4,Work	0.9999999979388464
Activity	2.815758064304779E-9,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999503719683503,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.16907407125165966,Agent	2.0611536181902033E-9,Organisation	6.578433845747846E-9,other	5.813347635884943E-7,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.647954945978839E-9,ChemicalSubstance	4.4998733740158084E-8,Device	5.65798706045231E-4,Event	2.0611536181902033E-9,Location	0.008790534071918566,Place	7.002229305781375E-8,MeanOfTransportation	2.0611536181902033E-9,Species	0.7943581853944287,SportsSeason	9.223429570689396E-7,TimePeriod	2.1843701974646672E-5,Work	0.9999999979388464
Activity	0.23817888495945186,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.5555294241613038,Person	0.9999870085191784,Biomolecule	2.90659882096671E-8,CelestialBody	5.8627092174548335E-5,ChemicalSubstance	3.2483384083698057E-4,Device	4.895343855139029E-4,Event	7.410640360888522E-5,Location	0.002013510629762302,Place	0.5469070410453608,MeanOfTransportation	2.0611536181902033E-9,Species	7.452495672776265E-4,SportsSeason	3.7622681225462745E-5,TimePeriod	9.533236543311295E-4,Work	2.0611536181902033E-9
Activity	0.018698439746990626,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999847915421,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.22202368938377912,Agent	2.0611536181902033E-9,Organisation	6.826706134112882E-8,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.6280989627507294E-5,ChemicalSubstance	5.307601271988702E-8,Device	8.885089300728396E-9,Event	2.0611536181902033E-9,Location	0.0034045663315677415,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9979172127208834,SportsSeason	5.3797778473643664E-8,TimePeriod	2.732816546458805E-5,Work	0.9962455736498562
Activity	0.09269241171483926,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9987906645739336,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	1.684929648374099E-7,ChemicalSubstance	2.0611536181902033E-9,Device	8.656906851521463E-7,Event	2.0611536181902033E-9,Location	7.72696684310317E-9,Place	2.0611536181902033E-9,MeanOfTransportation	0.9999996829412995,Species	0.008936381175120156,SportsSeason	4.593483973747131E-7,TimePeriod	1.3711182132900342E-6,Work	0.9999999979388464
Activity	0.1932870923596758,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.4836184008412933E-8,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.0024010762072393804,Place	0.04778532111597785,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.1293514811895583E-7,Work	2.0611536181902033E-9
Activity	0.023634503206034597,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	1.1528447869938981E-4
Activity	0.045274846081022065,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.150427349725765E-9,Event	2.0611536181902033E-9,Location	7.967387615600515E-5,Place	1.8580571079636484E-8,MeanOfTransportation	3.09296856662477E-7,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999945815805131
Activity	0.05696124033532907,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.8227092477253147E-7,ChemicalSubstance	2.0611536181902033E-9,Device	5.2692116085459845E-5,Event	2.0611536181902033E-9,Location	1.8072823214379713E-5,Place	2.0611536181902033E-9,MeanOfTransportation	0.9991923400999841,Species	0.9662672391331121,SportsSeason	2.0611536181902033E-9,TimePeriod	8.431485267404914E-7,Work	0.9999999979388464
Activity	0.008833143933110656,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.651981299010928E-8,Place	2.0611536181902033E-9,MeanOfTransportation	0.9375653380244704,Species	0.9999999765448928,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9091048258108577
Activity	1.4980637502266678E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.3470628080018202,Agent	1.2109369853845137E-5,Organisation	1.0602609604464197E-6,other	0.9999999979388464,Person	1.842700184418466E-5,Biomolecule	1.7546604893592495E-5,CelestialBody	2.3356048837727046E-8,ChemicalSubstance	3.09319569540467E-5,Device	3.4804593343621854E-7,Event	7.008898835491255E-4,Location	4.552418425940643E-4,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	0.002583890856167552,TimePeriod	2.5457594064714895E-5,Work	2.0611536181902033E-9
